Glottocode	Parent Glottocode	Node Name	ISO Code	family_id	level	latitude	longitude
alba1268	alba1267	Albanian-Tosk		indo1319	family		
alba1269	inla1266	Inland-Buhi-Daraga Bikol	bhk	aust1307	language	13.1989	123.49
alba1270	nort2961	Albany River Ojibwa		algi1248	dialect		
alba1271	deaf1237	Albanian Sign Language	sqk	sign1238	language	41.328889	19.817778
alba1272	nort2758	Albatross Bay		pama1250	family		
alba1273	deaf1237	Albarradas Sign Language	lsc	sign1238	language	17.06144	-96.29642
alca1237	inon1237	Alcantaranon		aust1307	dialect		
alca1238	akla1240	Alcantara Aklanon		aust1307	dialect		
alco1235	nucl1835	Alcozauca Mixtec	xta	otom1299	language	17.3687	-98.3969
alec1238	manc1252	Alechuxa		tung1282	dialect		
aleg1238	bukp1239	Alege	alf	atla1278	language	6.59423	9.00394
alek1238	gahu1246	Alekano	gah	nucl1709	language	-6.03901	145.387
alem1243	mode1258	Alemannic		indo1319	family		
alep1237	sina1266	Alepa		aust1307	dialect		
alep1241	nort3139	Aleppo		afro1255	dialect		
alep1242	sout3318	Aleppo Kurmanji		indo1319	dialect		
aleu1260	aleu1261	Aleut	ale	eski1264	language	52.1228	-174.29
aleu1261	eski1264	Aleutic		eski1264	family		
alew1234	hula1239	Alewai		aust1307	dialect		
alfo1240	hung1274	Alföld		ural1272	dialect		
alga1234	nort3292	Algaden		afro1255	dialect		
alge1235	lsfi1234	Algerian Sign Language	asp	sign1238	language	36.4762	3.5462
alge1239	nort3191	Algerian Arabic	arq	afro1255	language	35.4208	3.23033
alge1240	nort3191	Algerian Saharan Arabic	aao	afro1255	language	20.8884	4.80626
alge1241	jude1263	Alger Judeo-Arabic		afro1255	dialect		
algh1238	cata1289	Algherese		indo1319	dialect	40.56432	8.32867
algi1247	alge1239	Algiers		afro1255	dialect		
algi1248		Algic			family		
algo1255	seve1242	Algonquin	alq	algi1248	language	47.3876	-77.5258
algo1256	algi1248	Algonquian-Blackfoot		algi1248	family		
algo1257	algo1256	Algonquian		algi1248	family		
alha1241	gulf1241	Al-Hasaa		afro1255	dialect		
alha1242	gulf1241	Al-Hasâ		afro1255	dialect		
alia1238	sout2833	Aliap		nilo1247	dialect		
alif1238	yace1238	Alifokpa		atla1278	dialect		
alig1238	bund1253	Aligarh		indo1319	dialect		
alii1240	ngba1286	Ali	aiy	atla1278	language	4.60014	18.0352
alii1241	kapp1237	Ali (Papua New Guinea)		aust1307	dialect		
alil1239	para1316	Alile		araw1281	dialect		
alin1238	sout2672	Alingar		indo1319	dialect		
alip1234	deaf1237	Alipur Sign Language		sign1238	language	16.843564	77.107525
alit1234	siss1244	Ali-Tumleo		aust1307	family		
aliw1234	xamm1241	Aliwal North		tuuu1241	dialect		
alla1246	iron1242	Allagir		indo1319	dialect		
alla1247	mala1541	Allar	all	drav1251	language	11.0803	76.6593
alla1248	avik1242	Alladian	ald	atla1278	language	5.22371	-4.42647
alla1249	lari1255	Allang		aust1307	dialect		
alla1250	midd1358	Allaikha		tung1282	dialect		
alle1238	huar1251	Allentiac		huar1251	language	-33.480938	-68.096924
alll1234	neda1234	Ål		indo1319	dialect		
almo1242	nort3416	Almoo		nilo1247	dialect		
almu1234	sout3119	al-Murrah-Ajman		afro1255	dialect		
alng1239	leni1237	Alngith	aid	pama1250	language	-12.5324	141.938
aloa1235	sier1251	Aloápam Zapotec	zaq	otom1299	language	17.4137	-96.7438
aloa1239	kwan1285	Aloa		afro1255	dialect		
alop1235	phol1236	Alo Phola	ypo	sino1245	language	23.59	101.933
alor1246	nort2816	Alor (Nilotic)		nilo1247	dialect		
alor1247	lama1293	Alorese	aol	aust1307	language	-8.20382	124.264
alor1249	timo1261	Alor-Pantar		timo1261	family		
alor1250	nucl1821	Central Alor		timo1261	family		
alor1252	kupa1239	Alor Malay		aust1307	dialect		
alov1235	nese1235	Alovas		aust1307	dialect		
alpi1238	lomb1257	Alpine Lombard		indo1319	dialect		
alqo1238	mosu1234	Christian Alqosh		afro1255	dialect		
alsa1241	lowa1241	Alsace Low Alemannic		indo1319	dialect		
alsa1242	deaf1237	Al-Sayyid Bedouin Sign Language	syy	sign1238	language	31.284444	34.916111
alsa1243	high1290	Alsace High Alemannic		indo1319	dialect		
alse1251		Alsea-Yaquina	aes		language	44.408	-123.94
alse1252	alse1251	Alsea		alse1251	dialect		
alta1277	sout2694	Altai-Kizi		turk1311	dialect		
alta1279	oira1262	Altai Torguud		mong1349	dialect		
alta1280	oira1262	Altai Uriankhai		mong1349	dialect		
alto1237	basq1248	Alto Navarro Meridional		basq1248	dialect		
alto1238	basq1248	Alto Navarro Septentrional		basq1248	dialect		
alto1249	araw1281	Alto Orinoco		araw1281	family		
alto1250	araw1281	Medio Rio Negro		araw1281	family		
altp1234	prus1238	Altpreussisch		indo1319	dialect		
alts1234	nort3175	Altsächsisch		indo1319	family		
alug1235	phup1236	Alugu	aub	sino1245	language	23	103
aluk1238	kann1259	Alu Kurumba	xua	drav1251	language	11.3456	76.7995
aluk1239	ndyu1242	Aluku		indo1319	dialect		
alum1246	alum1251	Arum	aab	atla1278	language	9.01513	8.55956
alum1247	alum1246	Alumu		atla1278	dialect		
alum1248	taga1273	Alumbis		aust1307	dialect		
alum1249	benu1248	Alumic		atla1278	family		
alum1250	alum1249	Alumu-Toro		atla1278	family		
alum1251	alum1250	Alumu-Akpondu		atla1278	family		
alun1238	ulat1237	Alune	alp	aust1307	language	-3.11477	128.394
aluo1235	unun9956	Aluo	yna	sino1245	language	26	102
alur1249	lugb1240	Aluru		cent2225	dialect		
alur1250	adho1241	Alur	alz	nilo1247	language	2.36213	31.0016
alut1245	chuk1272	Alutor	alr	chuk1271	language	60.3844	165.653
alut1246	alut1245	Alutorskij		chuk1271	dialect		
aluu1242	ikwe1242	Aluu		atla1278	dialect		
aluu1243	mono1273	Alu		aust1307	dialect		
alvi1241	sout3177	Alviri-Vidari	avd	indo1319	language	35.0075	50.3794
alvi1242	alvi1241	Alvir		indo1319	dialect		
alya1239	aran1263	Alyawarr	aly	pama1250	language	-21.0427	136.835
alya1240	nort3420	Alyawarr Auxiliary Sign Language		sign1238	dialect		
alyk1238	kryt1240	Alyk		nakh1245	dialect		
amab1234	amar1273	Amabi		aust1307	dialect		
amad1240	sout3317	Amadiye Kurdish		indo1319	dialect		
amad1244	lish1247	Amadiya Jewish Neo-Aramaic		afro1255	dialect		
amah1245	elpa1239	Amahai	amq	aust1307	language	-3.32028	128.939
amah1246	head1239	Amahuaca	amc	pano1259	language	-10.2012	-72.3208
amai1246	croi1234	Amaimon	ali	nucl1709	language	-5.18742	145.368
amai1247	dano1240	Amaizuho		nucl1709	dialect		
amal1242	sepi1257	Amal	aad	sepi1257	language	-4.04517	141.995
amal1243	thre1238	Amalumute		aust1307	family		
amam1245	nort3255	Amami		japo1237	family		
amam1246	weri1254	Amam		kuni1270	language	-7.9	146.92
amam1247	deaf1237	Amami O Shima Sign Language	jks	sign1238	language	28.268372	129.358991
aman1261	batu1255	Amanda-Afi		atla1278	dialect		
aman1262	eman1238	Amanavil		atla1278	dialect		
aman1263	east2426	Amana		mand1469	dialect		
aman1264	uabm1237	Amanuban-Amanatun		aust1307	dialect		
aman1265	wari1265	Amanab	amn	bord1247	language	-3.51516	141.178
aman1266	araw1290	Amanayé	ama	tupi1275	language	-3.79772	-48.6613
amap1240	nucl1244	Ama (Papua New Guinea)	amm	left1242	language	-4.20192	141.658
amap1241	book1242	Amapá Creole	amd	book1242	language		
amar1241	wapi1253	Amariba		araw1281	dialect		
amar1271	iwai1246	Amurdak	amg	iwai1246	language	-11.9876	132.878
amar1272	sout2874	Amara	aie	aust1307	language	-5.55778	148.68
amar1273	uabm1238	Amarasi	aaz	aust1307	language	-10.21751	123.96373
amar1274	hara1260	Amarakaeri	amr	hara1260	language	-12.4931	-70.5533
amar1275	guah1255	Hamorúa		guah1252	dialect		
amar1281	beja1238	Amara (Beja)		afro1255	dialect		
amas1236	nyim1244	Ama (Sudan)	nyi	nyim1244	language	12.0993	29.4332
amat1238	amat1239	Amatlán Zapotec	zpo	otom1299	language	16.2707	-96.4003
amat1239	macr1276	Amatecano		otom1299	family		
amay1238	eman1238	Amayo		atla1278	dialect		
amba1263	komo1265	Amba (Uganda)	rwm	atla1278	language	0.81206	30.0014
amba1264	kend1254	Ambawang		aust1307	dialect		
amba1265	ansu1238	Ambai	amk	aust1307	language	-1.88126	136.526
amba1266	utup1238	Amba (Solomon Islands)	utp	aust1307	language	-11.2958	166.498
amba1267	samb1319	Ambala Ayta	abc	aust1307	language	14.8156	120.283
amba1268	bina1277	Ambasi		nucl1709	dialect		
amba1269	east2864	Ambakich	aew	kera1258	language	-4.23181	144.285
amba1270	nort3205	Ambae		aust1307	family		
ambe1246	uncl1493	Ambermo		uncl1493	language	-1.763355	137.903651
ambe1247	wide1239	Ambele	ael	atla1278	language	5.94043	9.62028
ambe1248	west2817	Ambelau	amv	aust1307	language	-3.85919	127.196
ambl1237	sout3194	Amblong	alm	aust1307	language	-15.5169	166.95
ambo1247	vasa1239	Ambodi		indo1319	dialect		
ambo1248	lala1264	Ambo (Lala-Bisa)		atla1278	dialect		
ambo1249	nort3192	Ambo	amb	atla1278	language	7.07637	10.7798
ambo1250	ambo1253	Ambonese Malay	abs	aust1307	language	-3.71342	128.184
ambo1252	yaru1256	Ambo-Pasco Quechua	qva	quec1387	language	-10.5138	-76.1135
ambo1253	east2743	Ambonic Malay		aust1307	family		
ambo1254	sera1270	Ambonic		aust1307	family		
ambo1255	ambo1250	Ambon Malay		aust1307	dialect		
ambr1239	yang1294	Ambrak	aag	nucl1708	language	-3.61	142.56
ambr1240	cent2269	Ambrym		aust1307	family		
ambu1244	wand1267	Ambumi		aust1307	dialect		
ambu1245	keni1249	Ambual		aust1307	dialect		
ambu1246	nucl1642	Ambulas-Hanga-Hundi		nduu1242	family		
ambu1247	ambu1246	Ambulas	abt	nduu1242	language	-3.7801	143.059
amda1238	fura1235	Amdang	amj	fura1235	language	14.7528	20.8912
amdo1237	nort3398	Amdo Tibetan	adx	sino1245	language	34.5177	100.485
amdo1238	west2413	Amdo of Hor		sino1245	dialect		
amel1241	gumm1240	Amele	aey	nucl1709	language	-5.29126	145.687
amem1235	waga1259	Ame-Manda		west2434	family		
amen1242	wasa1244	Amenfi		atla1278	dialect		
amen1243	mamv1243	Amengi		cent2225	dialect		
amer1248	amer1258	American Sign Language	ase	sign1238	language	33.8117	-81.6121
amer1254	stan1288	Latin American Spanish		indo1319	dialect		
amer1255	engl1287	American Indian Pidgin English		pidg1258	language		
amer1256	book1242	Amerax	aex	book1242	language		
amer1258	asli1244	American Sign		sign1238	family		
amer1259	sout3302	American Inland South English		indo1319	dialect		
amer1260	amer1248	American Sign Language in the USA		sign1238	dialect		
amey1234	oapa1234	Ameyaltepec-Xalitla		utoa1244	dialect		
amfo1237	uabm1237	Amfoan-Fatule'u		aust1307	dialect		
amga1235	ifug1247	Amganad Ifugao	ifa	aust1307	language	16.9016	121.042
amha1244	sout3078	Amharic-Argobba		afro1255	family		
amha1245	amha1244	Amharic	amh	afro1255	language	11.708182	39.543456
amie1238	pica1241	Amienois		indo1319	dialect		
amii1238	amem1235	Ami	amy	west2434	language	-13.5573	130.04
amik1238	book1242	Amikoana	akn	book1242	language		
amis1245	penn1240	Amish Pennsylvania German		indo1319	dialect		
amis1246	cent2103	Amis	ami	aust1307	language	23.0917	121.348
ammo1234	anci1244	Ammonite	qgg	afro1255	dialect		
amoi1234	tupi1273	Amoipira		tupi1275	dialect		
amol1235	brag1241	Mol	alx	nucl1708	language	-3.46843	142.532
amol1236	mixt1427	Amoltepec Mixtec	mbz	otom1299	language	16.6521	-97.4518
amon1239	dama1272	Amongme		dama1272	dialect		
amon1240	cent2421	Amondava-Uru-Eu-Wau-Wau		tupi1275	family		
amoo1242	josa1234	Amo	amo	atla1278	language	10.3229	8.65405
amor1238	guah1255	Yamoti		guah1252	dialect		
amor1239	uncl1507	Amorite		afro1255	language	34.71	40.72
amor1240	asht1244	Amorei		indo1319	dialect		
amot1239	uncl1493	Amotomanco		uncl1493	language		
amot1240	mari1438	Amota		manu1261	dialect		
amou1238	ikpo1238	Amou Oblou		atla1278	dialect		
ampa1238	pena1272	Ampari Dogon	aqd	dogo1299	language	14.15	-3.55
ampa1239	bari1287	Ampanang	apg	aust1307	language	-0.79259	116.349
ampa1240	pamo1252	Ampana-Togian		aust1307	dialect		
ampe1238	ladi1250	Ampezzano		indo1319	dialect		
ampi1237	lauj1238	Ampibabo		aust1307	dialect	-0.5	120
ampi1238	mber1257	Ampiini		atla1278	dialect		
amra1237	nort2702	Amravati		drav1251	dialect		
amri1238	karb1240	Amri Karbi	ajz	sino1245	language	26.024	91.482
amru1234	fohr1234	Amrum		indo1319	dialect		
amto1249		Amto-Musan			family		
amto1250	amto1249	Amto	amt	amto1249	language	-4.12165	141.339
amtr1234	plau1238	Am Trakt-Alexandertal		indo1319	dialect		
amub1238	brib1243	Amubre-Katsi		chib1249	dialect		
amug1239	onoo1246	Amugen		nucl1709	dialect		
amun1244	lawu1237	Amun		aust1307	dialect		
amun1245	dama1272	Amung		dama1272	dialect		
amun1246	amon1240	Amundava	adw	tupi1275	language	-9.04023	-62.3064
amur1242	gily1242	Amur-West Sakhalin Nivkh		nivk1234	dialect		
amur1243	boro1277	Amuru		gong1255	dialect		
amur1244	solo1263	Amur basin Solon		tung1282	dialect		
amuu1238	swah1253	Amu		atla1278	dialect		
amux1234	uppe1463	Amux		nakh1245	dialect		
amuz1253	east2557	Amuzgo-Mixtecan		otom1299	family		
amuz1254	amuz1253	Amuzgoan		otom1299	family		
anaa1238	okop1234	Anaang	anw	atla1278	language	4.94832	7.57969
anaa1239	naro1248	Ana		khoe1240	family		
anak1240	cent2307	Anakalang	akg	aust1307	language	-9.63425	119.605
anal1239	anal1240	Anal	anm	sino1245	language	24.0506	94.2806
anal1240	oldk1252	Anal-Lamgang		sino1245	family		
anam1247	pomo1272	Anam	pda	nucl1709	language	-4.68869	145.051
anam1248	anam1250	Anamuxra	imi	nucl1709	language	-4.63762	144.991
anam1249	araw1290	Anambé	aan	tupi1275	language	-2.71119	-49.303
anam1250	pomo1272	Anamuxric		nucl1709	family		
anam1251	guaj1256	Anambe of Ehrenreich		tupi1275	dialect		
anan1238	anii1245	Ananjubi		atla1278	dialect		
anar1241	nayi1242	Anarak		indo1319	dialect		
anar1243	bhil1251	Anarya		indo1319	dialect		
anas1239	book1242	Anasi	bpo	book1242	language	-1.73908	137.716
anat1247	chuv1255	Anatri		turk1311	dialect		
anat1248	yand1256	Ana Tinga Dogon	dti	dogo1299	language	14.6669	-3.1168
anat1252	nort3098	Anatolia		afro1255	dialect		
anat1256	meso1252	Anatolian Cluster		afro1255	dialect		
anat1257	indo1319	Anatolian		indo1319	family		
anat1259	nucl1301	Anatolian Turkish		turk1311	dialect	39.87	32.87
anat1260	bulg1262	Anatolian Bulgarian		indo1319	dialect		
anat1261	nort3142	Anatolian Qeltu		afro1255	dialect		
anau1242	turk1304	Anauli		turk1311	dialect		
anau1243	mara1421	Anauyá		araw1281	language	1.480584	-65.413237
anca1236	book1242	Áncá	acb	book1242	language	6.66524	11.1087
anca1243	teng1267	Ancalong Kutai		aust1307	dialect		
anch1238	kara1516	Anchix		nakh1245	dialect		
anch1239	west2532	Anchorite		aust1307	family		
anch1240	mada1282	Ancho		atla1278	dialect		
anci1242	cent2404	Ionic-Attic Ancient Greek	grc	indo1319	language	39.8155	21.9129
anci1244	hebr1246	Ancient Hebrew	hbo	afro1255	language	31.7761	35.1725
anci1245	arab1394	Ancient North Arabian	xna	afro1255	language	29.044	39.776
anci1248	uncl1493	Ancient Ligurian	xlg	uncl1493	language		
anci1249	nort3405	Ancient North Greek		indo1319	language	40.825	22.144
ancu1238	avar1256	Ancux		nakh1245	dialect		
anda1279	stan1288	Andalusian		indo1319	dialect		
anda1280	hind1270	Andaman Creole Hindi	hca	indo1319	language	11.676	92.738
anda1281	avar1256	Andalal-Gxdatl		nakh1245	dialect		
anda1282	ngar1284	Andadjin	ajn	worr1236	dialect	-16.531222	127.693718
anda1283	araf1243	Andai	afd	araf1243	language	-4.96449	143.637
anda1284	tang1354	Andarum	aod	ramu1234	language	-4.48734	144.767
anda1285	ayac1239	Andahuaylas		quec1387	dialect		
anda1286		Andaqui	ana		language	2.74999	-76
anda1287	moro1295	Andalusian Arabic	xaa	afro1255	language	36.54	-5.2
anda1288	anda1283	Andambit		araf1243	dialect		
ande1246	korr1238	Ande Koraga		drav1251	dialect		
ande1247	cent2403	Andegerebinha	adg	pama1250	language	-22.51278	137.3515
ande1248	umbu1258	Andelale		nucl1709	dialect		
ande1249	amer1254	Andean Spanish		indo1319	dialect		
ande1250	boli1265	Andean Bolivian Spanish		indo1319	dialect		
andh1241	lamb1269	Andhra Pradesh Lamani		indo1319	dialect		
andh1242	mara1378	Andh	anr	indo1319	dialect	19.4734	77.7156
andh1247	bodo1267	Andhra Gutob		aust1305	dialect		
andi1253	nort2645	Andimeshki		indo1319	dialect		
andi1254	avar1255	Andic		nakh1245	family		
andi1255	andi1254	Andi	ani	nakh1245	language	42.8078	46.2919
andi1256	mang1396	Andinai		cent2225	dialect		
andi1257	west2571	Andio	bzb	aust1307	language	-0.88368	123.174
andi1258	uppe1485	Andi of Andi		nakh1245	dialect		
ando1254	unun9983	Andoquero		huit1251	language	-0.666992	-72.310867
ando1255	arab1396	Andoa	anb	zapa1251	language	-3.29664	-76.6056
ando1256		Andoque	ano		language	-0.53751	-72.0869
ando1257	ando1256	Andoke		ando1256	dialect		
andr1245	chak1277	Chakpa		sino1245	family		
andr1246	andr1249	Andro		sino1245	language	24.754303	94.033796
andr1247	moru1253	Andri		cent2225	dialect		
andr1248	east2460	Andra-Hus	anx	aust1307	language	-2.05894	147.085
andr1249	andr1245	Andro-Sengmai		sino1245	family		
anee1234	bass1258	Ane		atla1278	dialect		
anei1239	sout2868	Aneityum	aty	aust1307	language	-20.1864	169.825
anem1248	dori1247	Aneme Wake	aby	yare1250	language	-9.75911	148.479
anem1249		Anem	anz		language	-5.54836	148.993
aneu1237	mina1268	Aneuk Jamee		aust1307	dialect		
anex1238	genn1243	Anexo		atla1278	dialect		
anfi1235	gong1256	Anfillo	myo	gong1255	language	8.568	34.647
anga1244	anga1286	Angami-Mao		sino1245	family		
anga1286	anga1312	Angami-Pochuri		sino1245	family		
anga1287	anga1244	Angami-Chokri		sino1245	family		
anga1288	anga1287	Angami Naga	njm	sino1245	language	25.6841	93.8668
anga1289		Angan			family		
anga1290	anga1289	Angaataha	agm	anga1289	language	-7.15012	146.352
anga1291	kewa1249	Sau-Angal-Kewa		nucl1709	family		
anga1292	anga1314	Angal Heneng	akh	nucl1709	language	-6.13347	143.478
anga1293	anga1314	Angal	age	nucl1709	language	-6.0127	143.592
anga1294	anga1314	Angal Enen	aoe	nucl1709	language	-6.23296	143.583
anga1311	west2717	Goemaic		afro1255	family		
anga1312	kuki1245	Angami-Ao		sino1245	family		
anga1313	anga1291	Angal-Kewa		nucl1709	family		
anga1314	anga1313	Angal Mendi		nucl1709	family		
anga1315	deaf1237	Angami Naga Sign Language		sign1238	language	25.896367	93.719062
anga1316	east2852	Angaité	aqt	leng1261	language	-22.85	-58.45
ange1244	stan1290	Angevin		indo1319	dialect		
ange1245	arch1246	Ångermanländska		indo1319	dialect		
angg1238	yadh1238	Angkamuthi	avm	pama1250	language	-11.443	142.242
angg1239	yali1257	Angguruk Yali	yli	nucl1709	language	-4.0836	139.457
angi1238	mait1254	Angika	anp	indo1319	language	26.0047	85.534
angi1241	tind1238	Angidin		nakh1245	dialect		
angk1246	east2331	Angkuic		aust1305	family		
angk1247	faiw1243	Angkiyakmin		nucl1709	dialect		
angk1248	sout2849	Angkola-Mandailing		aust1307	family		
angl1239	brit1245	Archaic Angloromani	rme	indo1319	language	51.75	-2.56
angl1242	mona1241	Anglo-Saxon Monastic Sign Language		sign1238	dialect		
angl1258	stan1290	Anglo-Norman	xno	indo1319	dialect		
angl1262	ewee1241	Anlo		atla1278	dialect		
angl1263	umir1236	Anglat Agta		aust1307	dialect		
angl1264	nort3175	Anglo-Frisian		indo1319	family		
angl1265	angl1264	Anglic		indo1319	family		
angl1266	hani1248	Angluo		sino1245	dialect		
angl1267	olde1238	Anglian		indo1319	dialect		
ango1253	kusa1250	Angole		atla1278	dialect		
ango1254	sena1264	Angor	agg	sena1264	language	-3.7167	141.199
ango1255	lowe1423	Angoram	aog	lowe1423	language	-4.07758	144.028
ango1256	seco1241	Angotero		tuca1253	dialect		
ango1257	tune1260	Angosturas Tunebo	tnd	chib1249	language	6.54198	-71.9212
ango1258	saot1242	Angolar	aoa	indo1319	language	0.11438	6.59486
ango1259	west2970	Angola Nzeto		atla1278	dialect		
ango1260	suku1259	Angola Suku		atla1278	dialect		
angp1238	kony1248	Angphang		sino1245	dialect		
angu1242	angu1244	Anguthimri	awg	pama1250	language	-12.395	141.755
angu1243	alba1272	Anguthimri-Yangathimri-Yuputhimri		pama1250	family		
angu1244	angu1243	Anguthimri-Yangathimri		pama1250	family		
angw1241	buru1299	Angwe (Batu)		atla1278	dialect		
angw1242	mang1396	Angwe		cent2225	dialect		
anha1238	bidy1244	Anhaqui		atla1278	dialect		
anha1242	cent2218	Anhar		afro1255	dialect		
anha1243	nort3313	Anhaltisch		indo1319	dialect		
anhi1238	turo1239	Anhil		afro1255	dialect		
anii1245	basi1245	Anii	blo	atla1278	language	9.11127	1.60169
anii1246	kxoe1242	//Ani	hnh	khoe1240	language	-19.0966	22.9088
anii1247	kxoe1243	||Ani		khoe1240	dialect		
anil1235	phow1235	Ani-Labo		sino1245	family		
anim1239	kebu1246	Animere	anf	atla1278	language	7.60385	0.41962
anim1240		Anim			family		
anin1240	wubu1239	Anindilyakwa	aoi	gunw1250	language	-13.99904	136.6415
anin1241	kina1250	Anini-Y		aust1307	dialect		
anin1242	ninz1247	Aninka	aqk	atla1278	language	9.08	8.51
anio1238	nucl1417	Aniocha		atla1278	dialect		
anip1235	anil1235	Ani Phowa	ypn	sino1245	language	23.7	103.6
anir1237	niwe1235	Warwar Feni	hrw	aust1307	dialect		
aniw1237	futu1245	Aniwa		aust1307	dialect		
aniz1234	cent2224	Anizah of the Syrian desert		afro1255	dialect		
anja1238	coas1332	Anjam	boj	nucl1709	language	-5.45899	145.717
anja1239	mada1282	Anjagwa		atla1278	dialect		
anju1241	udih1248	Anjuski		tung1282	dialect		
anka1245	wagi1247	Anka		saha1256	dialect		
anka1246	sout3130	Ankave	aak	anga1289	language	-7.19444	145.754
anka1247	anka1246	Ankai		anga1289	dialect		
ankp1238	igal1242	Ankpa		atla1278	dialect		
anma1239	aran1263	Anmatyerre	amx	pama1250	language	-22.2853	133.286
anma1240	warl1258	Anmatyerr Auxiliary Sign Language		sign1238	dialect		
anoo1238	anyi1245	Ano		atla1278	dialect		
anor1241	aian1241	Anor	anj	ramu1234	language	-4.98449	144.801
